MonthlyHour,Type,Amount,SenderBalance,ReceiverBalance,isFraud
345,TRANSFER,927729.13,927729.13,0.0,1
386,CASH_OUT,6063657.03,6063657.03,1215280.38,1
162,PAYMENT,173.44,0.0,0.0,0
356,PAYMENT,10002.43,0.0,0.0,0
471,CASH_OUT,497296.04,0.0,512195.18,0
384,TRANSFER,56517.37,56517.37,0.0,1
155,CASH_OUT,271949.74,57532.0,146196.0,0
715,CASH_OUT,23626.91,39944.0,198745.79,0
701,CASH_OUT,91882.6,91882.6,144354.61,1
396,TRANSFER,59996.12,59996.12,0.0,1
47,TRANSFER,13172.17,13172.17,0.0,1
160,TRANSFER,204752.48,20860.0,0.0,0
371,CASH_IN,176838.05,871071.9,18573757.9,0
40,PAYMENT,27.64,0.0,0.0,0
210,CASH_OUT,252549.92,481237.0,2724995.93,0
142,PAYMENT,3879.22,2933.0,0.0,0
73,CASH_OUT,12619.29,12619.29,204470.03,1
258,CASH_IN,78264.09,5832286.25,452228.82,0
354,TRANSFER,21728.85,52006.0,3193388.71,0
306,CASH_OUT,145699.12,0.0,382647.69,0
43,CASH_OUT,101523.56,0.0,1954249.02,0
203,CASH_OUT,14465.37,112597.0,0.0,0
40,CASH_OUT,5460.37,46898.0,20956.98,0
15,DEBIT,728.83,13480.0,371564.62,0
376,DEBIT,2354.88,27614.0,104487.45,0
253,CASH_OUT,52147.2,0.0,100963.24,0
154,CASH_IN,266490.97,31433.0,973067.05,0
572,TRANSFER,210952.24,210952.24,0.0,1
281,CASH_OUT,166442.67,21405.0,71556.22,0
352,DEBIT,2572.33,0.0,1064618.34,0
328,TRANSFER,1140770.46,0.0,10000000.0,0
335,PAYMENT,6742.31,0.0,0.0,0
280,TRANSFER,430699.86,0.0,5296370.62,0
190,PAYMENT,6299.69,0.0,0.0,0
620,TRANSFER,18405.16,18405.16,0.0,1
308,CASH_OUT,75263.45,10942.0,4090096.17,0
251,DEBIT,1136.64,14958.32,6754890.34,0
473,CASH_OUT,179700.14,179700.14,1792.34,1
583,CASH_OUT,1764389.11,1764389.11,7116057.41,1
160,CASH_IN,68050.23,5566496.41,183165.5,0
24,PAYMENT,36402.74,25307.0,0.0,0
278,CASH_IN,224131.76,7908777.51,346457.39,0
15,PAYMENT,1205.02,33578.0,0.0,0
379,DEBIT,9204.78,16476.0,81635.42,0
461,CASH_OUT,830991.53,830991.53,48795.65,1
257,PAYMENT,7226.22,0.0,0.0,0
42,CASH_IN,451358.69,1079760.41,18296296.23,0
165,CASH_IN,38699.34,72125.0,0.0,0
377,CASH_OUT,110520.07,11690.0,957948.43,0
360,DEBIT,5719.04,106514.0,40844.72,0
163,CASH_OUT,55196.38,5572.52,565401.48,0
93,TRANSFER,38150.22,38150.22,0.0,1
250,TRANSFER,1013874.69,0.0,7228309.01,0
206,DEBIT,2802.99,12388.0,1515547.43,0
160,TRANSFER,32872.0,32872.0,0.0,1
376,CASH_IN,156906.07,11831.0,0.0,0
303,CASH_OUT,40576.53,0.0,177511.54,0
600,TRANSFER,7363709.23,7363709.23,0.0,1
38,DEBIT,795.34,22214.0,9441.66,0
572,CASH_OUT,340665.18,340665.18,422032.78,1
92,CASH_OUT,19742.71,19742.71,2098671.68,1
307,PAYMENT,2735.77,36274.0,0.0,0
12,PAYMENT,31117.09,0.0,0.0,0
670,CASH_OUT,1938347.14,1938347.14,294911.92,1
37,TRANSFER,503793.25,503793.25,0.0,1
680,CASH_OUT,2254417.02,2254417.02,592897.44,1
359,PAYMENT,15467.35,0.0,0.0,0
451,DEBIT,566.11,245538.0,1879813.04,0
357,PAYMENT,8060.0,45567.0,0.0,0
184,CASH_OUT,90346.05,90346.05,532789.09,1
19,CASH_OUT,79435.32,664330.0,40373.99,0
66,TRANSFER,2322909.69,2322909.69,0.0,1
249,CASH_IN,17544.32,26330263.39,454755.46,0
189,TRANSFER,108223.84,67397.0,0.0,0
307,CASH_OUT,172304.55,0.0,811805.36,0
159,DEBIT,462.8,72175.0,179954.41,0
11,TRANSFER,1095853.74,92326.0,468245.84,0
66,CASH_OUT,107188.41,107188.41,696135.43,1
131,TRANSFER,1148911.84,10.0,0.0,0
499,CASH_OUT,488243.65,488243.65,0.0,1
14,CASH_OUT,143032.0,143032.0,814654.61,1
403,CASH_OUT,166448.17,91052.0,1661829.62,0
230,CASH_IN,73615.35,1803719.2,676958.69,0
16,PAYMENT,6277.49,0.0,0.0,0
250,CASH_OUT,2374490.77,2374490.77,1429190.9,1
48,DEBIT,4738.06,509184.0,1050984.81,0
737,TRANSFER,190100.29,190100.29,0.0,1
118,TRANSFER,1812161.42,1812161.42,0.0,1
13,CASH_OUT,49817.88,307066.14,3051453.66,0
271,TRANSFER,279776.54,279776.54,0.0,1
136,PAYMENT,13784.48,101878.0,0.0,0
544,TRANSFER,765764.01,2002.49,877082.65,0
306,CASH_OUT,45229.82,506448.0,91345.54,0
396,DEBIT,2614.32,131670.45,4639.43,0
274,CASH_OUT,103232.33,1860.72,545968.48,0
309,PAYMENT,10779.54,73047.6,0.0,0
17,CASH_OUT,19660.88,0.0,932339.73,0
327,CASH_IN,146682.69,55532.0,0.0,0
287,TRANSFER,491847.47,491847.47,0.0,1
24,PAYMENT,36377.63,10564.0,0.0,0
10,CASH_IN,40360.03,409137.59,513033.21,0
12,TRANSFER,342317.15,0.0,0.0,0
214,CASH_IN,75682.56,2239931.37,366819.75,0
622,TRANSFER,165547.54,165547.54,0.0,1
184,DEBIT,13599.89,0.0,92381.06,0
675,TRANSFER,950766.15,950766.15,0.0,1
12,CASH_OUT,103704.44,0.0,114072.01,0
191,CASH_OUT,135200.37,135200.37,84522.15,1
259,DEBIT,464.83,10396.89,9779488.29,0
388,CASH_OUT,960196.16,960196.16,932.39,1
33,PAYMENT,6289.78,0.0,0.0,0
163,PAYMENT,3702.61,76112.14,0.0,0
262,TRANSFER,639680.32,639680.32,0.0,1
166,DEBIT,5034.61,10121.0,2044372.64,0
20,DEBIT,555.98,671.0,3802753.46,0
164,CASH_IN,11883.69,14945227.73,514458.35,0
734,CASH_OUT,23912.2,23912.2,338951.65,1
130,TRANSFER,524907.72,0.0,1393819.11,0
188,CASH_OUT,142795.87,0.0,1741222.21,0
13,CASH_OUT,41617.23,0.0,1602630.92,0
495,TRANSFER,1301090.39,1301090.39,0.0,1
397,TRANSFER,316957.7,0.0,497182.21,0
335,CASH_OUT,329317.99,51678.0,20194.58,0
237,CASH_OUT,60992.34,0.0,356599.35,0
472,CASH_OUT,2739869.62,2739869.62,0.0,1
528,CASH_OUT,311234.46,311234.46,978976.44,1
240,PAYMENT,9466.7,11090.48,0.0,0
378,PAYMENT,1289.69,0.0,0.0,0
208,PAYMENT,5465.13,54432.38,0.0,0
425,TRANSFER,462452.87,462452.87,0.0,1
252,TRANSFER,1477682.72,0.0,4181090.29,0
606,CASH_OUT,57588.67,57588.67,1478438.05,1
248,CASH_OUT,4011314.1,4011314.1,229237.42,1
640,CASH_IN,124040.73,2810863.08,149385.44,0
302,CASH_IN,152945.38,10680432.55,580350.7,0
40,CASH_OUT,39676.68,55622.0,0.0,0
142,DEBIT,3964.32,111071.0,146967.7,0
357,TRANSFER,4177467.46,4177467.46,0.0,1
704,TRANSFER,1820864.64,1820864.64,0.0,1
739,TRANSFER,8116.53,8116.53,0.0,1
72,TRANSFER,3243092.91,3243092.91,0.0,1
329,PAYMENT,40974.78,32672.0,0.0,0
13,CASH_IN,22490.61,7550075.69,8645775.86,0
286,CASH_IN,32893.19,11134.0,35709.14,0
331,TRANSFER,223038.15,31746.0,2359491.54,0
205,PAYMENT,18014.74,0.0,0.0,0
395,CASH_IN,275221.12,21488608.01,5391046.01,0
407,CASH_IN,63197.28,4820237.39,442907.63,0
346,DEBIT,3203.12,32684.0,220610.7,0
1,DEBIT,3390.74,48021.0,9463.0,0
397,DEBIT,5968.48,49557.0,17054.77,0
133,CASH_IN,312894.23,95246.0,242655.46,0
562,TRANSFER,2305939.38,2305939.38,0.0,1
25,CASH_OUT,217231.0,217231.0,7236671.1,1
157,CASH_OUT,35085.38,104.0,660245.47,0
384,DEBIT,4879.41,43329.0,103300.11,0
140,TRANSFER,582756.53,59408.0,514133.19,0
652,TRANSFER,92043.22,92043.22,0.0,1
253,CASH_OUT,690510.31,690510.31,53206.61,1
404,TRANSFER,205303.54,0.0,364470.37,0
8,TRANSFER,29707.86,29707.86,0.0,1
132,TRANSFER,167862.11,0.0,220523.56,0
141,TRANSFER,368191.82,0.0,638177.61,0
62,CASH_OUT,407833.62,407833.62,0.0,1
608,TRANSFER,277048.48,277048.48,0.0,1
490,PAYMENT,4506.38,23882.0,0.0,0
306,TRANSFER,400797.64,0.0,7144718.65,0
139,CASH_IN,387544.12,737810.83,735730.84,0
132,TRANSFER,1551032.87,0.0,2788927.41,0
283,DEBIT,30822.39,259201.0,86915.76,0
476,DEBIT,2137.65,168.0,3323401.33,0
203,PAYMENT,5249.02,0.0,0.0,0
280,PAYMENT,8552.3,366084.85,0.0,0
250,TRANSFER,314490.37,0.0,619868.97,0
398,CASH_IN,229244.06,467427.55,8501204.85,0
119,TRANSFER,1082718.08,1082718.08,0.0,1
260,PAYMENT,5157.62,69401.0,0.0,0
251,TRANSFER,56129.36,0.0,186894.42,0
226,PAYMENT,47122.24,61501.0,0.0,0
229,DEBIT,2729.26,137.0,312580.49,0
451,TRANSFER,778165.87,0.0,994142.89,0
44,CASH_IN,92814.71,50170.0,767947.14,0
404,CASH_OUT,31665.29,470.82,276155.09,0
306,TRANSFER,122194.93,26843.0,0.0,0
176,TRANSFER,455709.8,455709.8,0.0,1
253,CASH_IN,49446.91,2843741.89,864093.38,0
351,PAYMENT,1715.29,20808.0,0.0,0
19,CASH_OUT,47133.16,11297.0,623492.47,0
97,TRANSFER,5624.02,5624.02,0.0,1
160,PAYMENT,11316.84,0.0,0.0,0
17,PAYMENT,5295.9,0.0,0.0,0
603,TRANSFER,39247.74,39247.74,0.0,1
158,CASH_IN,54671.89,9642637.21,454164.9,0
329,CASH_IN,84853.16,6221269.16,812990.48,0
186,DEBIT,503.22,343.0,48498.09,0
308,CASH_IN,297870.78,5512.0,0.0,0
204,DEBIT,976.57,0.0,1362744.55,0
23,CASH_IN,198221.37,302342.96,2032229.97,0
679,CASH_OUT,3150438.28,3150438.28,6711.43,1
136,CASH_OUT,1457343.37,1457343.37,0.0,1
309,DEBIT,3064.53,15752.0,1969072.95,0
274,CASH_OUT,32980.3,0.0,1779505.25,0
403,TRANSFER,90624.75,0.0,326073.88,0
228,PAYMENT,7931.78,20102.0,0.0,0
96,DEBIT,4028.31,6868.0,1047572.01,0
255,CASH_IN,234620.15,4295.0,1757535.04,0
188,CASH_IN,116348.6,102.0,744233.51,0
519,CASH_OUT,1644253.61,1644253.61,0.0,1
155,TRANSFER,2723017.17,2723017.17,0.0,1
235,TRANSFER,1071130.89,50043.0,277021.45,0
228,DEBIT,5357.98,123638.0,139960.09,0
379,TRANSFER,159917.66,0.0,3393721.25,0
27,TRANSFER,1218165.88,1218165.88,0.0,1
181,CASH_OUT,5345.78,0.0,85452.69,0
256,CASH_OUT,107798.81,20796.0,918401.05,0
9,CASH_OUT,147679.15,15228.0,262312.47,0
358,CASH_OUT,10358.27,10358.27,0.0,1
373,CASH_OUT,305366.17,31613.0,0.0,0
273,TRANSFER,27059.86,27059.86,0.0,1
382,PAYMENT,4772.98,1649.0,0.0,0
360,TRANSFER,882011.04,882011.04,0.0,1
383,DEBIT,2722.58,57433.0,1268160.1,0
46,PAYMENT,18330.83,403079.0,0.0,0
482,CASH_OUT,732198.35,732198.35,673285.12,1
32,CASH_OUT,2023920.09,2023920.09,1530400.88,1
279,CASH_OUT,55799.45,0.0,1650032.32,0
238,DEBIT,70.09,14841.0,5605739.84,0
117,TRANSFER,251621.18,251621.18,0.0,1
493,TRANSFER,567729.52,567729.52,0.0,1
23,CASH_OUT,149809.61,18251.0,0.0,0
580,CASH_OUT,835770.84,835770.84,1490979.17,1
387,TRANSFER,10000000.0,44892193.09,0.0,1
349,TRANSFER,977805.62,977805.62,0.0,1
540,PAYMENT,27731.22,69933.0,0.0,0
278,CASH_OUT,197423.17,12053.0,0.0,0
234,CASH_IN,175853.9,15619902.22,986505.63,0
44,TRANSFER,515108.8,0.0,746078.17,0
94,CASH_OUT,460635.82,460635.82,544728.69,1
136,CASH_OUT,22678.74,246062.0,2529887.08,0
333,PAYMENT,8699.85,24761.0,0.0,0
329,CASH_OUT,526496.53,5385.0,0.0,0
14,TRANSFER,228660.34,0.0,1472389.14,0
255,DEBIT,2174.35,3481.0,915287.33,0
240,CASH_OUT,103949.5,103949.5,0.0,1
681,TRANSFER,348958.87,0.0,1829037.54,0
132,CASH_IN,333633.85,0.0,1473543.16,0
138,PAYMENT,52842.73,0.0,0.0,0
251,CASH_OUT,303448.72,0.0,614192.54,0
139,DEBIT,793.42,199214.0,301483.24,0
153,DEBIT,3766.89,10360.0,1593888.65,0
154,CASH_OUT,253958.74,0.0,547476.82,0
113,TRANSFER,37119.58,37119.58,0.0,1
43,PAYMENT,15574.25,0.0,0.0,0
383,TRANSFER,121788.99,0.0,259306.8,0
616,TRANSFER,7240965.96,7240965.96,0.0,1
130,PAYMENT,9191.19,43863.34,0.0,0
305,TRANSFER,5820627.12,207.0,447883.04,0
606,TRANSFER,57588.67,57588.67,0.0,1
492,CASH_OUT,162192.78,162192.78,0.0,1
282,PAYMENT,3894.25,41261.0,0.0,0
354,CASH_OUT,220832.83,63.0,0.0,0
164,PAYMENT,15961.86,30617.0,0.0,0
303,TRANSFER,95403.26,20872.0,0.0,0
346,PAYMENT,4109.73,58791.0,0.0,0
121,CASH_OUT,254440.83,254440.83,0.0,1
37,CASH_OUT,317183.65,30444.0,1054930.76,0
373,CASH_IN,233467.55,12298107.34,3318645.87,0
373,DEBIT,4808.39,24867.0,341712.58,0
177,DEBIT,9129.82,47294.0,3127480.61,0
518,PAYMENT,557.32,283847.39,0.0,0
33,CASH_IN,307091.65,2656425.5,8745505.07,0
186,CASH_OUT,13618.19,117901.02,0.0,0
621,CASH_OUT,6038051.03,6038051.03,741636.76,1
374,CASH_OUT,700523.69,700523.69,1633037.51,1
208,CASH_IN,98442.25,35290.0,6913157.67,0
373,TRANSFER,1652066.39,0.0,1809987.95,0
353,TRANSFER,790348.29,0.0,3553206.21,0
302,PAYMENT,1936.01,0.0,0.0,0
418,CASH_OUT,34498.05,34498.05,0.0,1
299,TRANSFER,538866.2,22642.0,236241.22,0
284,CASH_OUT,558050.49,558050.49,105134.97,1
155,TRANSFER,2723017.17,2723017.17,0.0,1
688,CASH_IN,393325.01,1144645.72,2284812.94,0
257,CASH_IN,119107.35,11306.0,220656.16,0
332,PAYMENT,2735.36,0.0,0.0,0
279,CASH_OUT,214743.64,0.0,334513.4,0
189,PAYMENT,3735.75,0.0,0.0,0
211,TRANSFER,473461.87,0.0,522910.29,0
310,TRANSFER,2014359.78,0.0,2589688.69,0
17,CASH_OUT,155965.77,158.0,1000872.2,0
332,DEBIT,4170.67,68835.44,76829.25,0
372,TRANSFER,218480.51,337.0,212234.65,0
373,DEBIT,5933.97,402488.03,55755.63,0
257,PAYMENT,8152.73,301836.22,0.0,0
178,DEBIT,2695.96,10956.0,4895077.93,0
199,TRANSFER,80885.48,80885.48,0.0,1
551,TRANSFER,3227.06,3227.06,0.0,1
354,DEBIT,1238.18,72258.0,646567.9,0
405,CASH_OUT,163769.68,52355.0,0.0,0
553,TRANSFER,244312.69,244312.69,0.0,1
162,TRANSFER,366890.86,0.0,374790.21,0
204,DEBIT,7235.69,0.0,206549.19,0
474,CASH_IN,344236.55,12874.0,0.0,0
251,PAYMENT,13175.51,116417.66,0.0,0
15,TRANSFER,139691.65,20574.0,0.0,0
162,CASH_OUT,270799.7,0.0,892877.63,0
7,CASH_OUT,21571.0,21571.0,30797.41,1
522,DEBIT,338.47,102154.0,4526110.02,0
327,CASH_OUT,288538.55,32740.0,0.0,0
353,CASH_OUT,67556.86,20009.0,284465.14,0
233,PAYMENT,31110.42,35378.79,0.0,0
601,TRANSFER,794953.78,0.0,1612468.02,0
331,PAYMENT,4564.98,47119.01,0.0,0
482,TRANSFER,1059347.56,1059347.56,0.0,1
426,TRANSFER,1431206.36,0.0,3262500.15,0
34,PAYMENT,5262.84,0.0,0.0,0
239,PAYMENT,4126.66,125157.16,0.0,0
228,CASH_OUT,22116.14,0.0,859633.71,0
162,TRANSFER,1760821.31,0.0,3898819.02,0
645,TRANSFER,214760.72,214760.72,0.0,1
203,CASH_OUT,301041.95,41429.0,2663431.24,0
656,TRANSFER,9468064.05,9468064.05,0.0,1
380,DEBIT,3255.53,51340.0,3656355.12,0
10,PAYMENT,9937.76,0.0,0.0,0
371,TRANSFER,1932410.69,62454.0,0.0,0
394,TRANSFER,49950.63,49950.63,0.0,1
165,CASH_OUT,256294.21,0.0,1724262.66,0
356,DEBIT,1703.63,4403.76,24123734.59,0
274,DEBIT,2827.93,11046.0,876609.0,0
379,PAYMENT,10383.15,0.0,0.0,0
8,CASH_IN,124642.12,3378786.21,273903.95,0
346,CASH_OUT,347433.85,15763.0,39385.63,0
262,TRANSFER,1589763.63,1589763.63,0.0,1
396,PAYMENT,22892.7,0.0,0.0,0
235,PAYMENT,7475.68,3827.49,0.0,0
15,TRANSFER,427513.0,238046.0,5024.0,0
184,DEBIT,637.47,0.0,906016.88,0
372,PAYMENT,10891.43,10359.0,0.0,0
160,CASH_OUT,242485.12,81557.0,0.0,0
160,DEBIT,1289.9,119886.85,662437.73,0
227,TRANSFER,1733024.55,2041.0,2793193.75,0
375,PAYMENT,907.58,0.0,0.0,0
227,CASH_OUT,318968.66,66862.69,1241302.54,0
457,CASH_OUT,283415.1,283415.1,0.0,1
709,CASH_OUT,14148.64,14148.64,79499.16,1
297,PAYMENT,4136.12,200.85,0.0,0
270,CASH_OUT,79712.37,79712.37,1193902.33,1
335,DEBIT,3673.69,99756.0,176734.73,0
619,TRANSFER,293470.64,293470.64,0.0,1
273,TRANSFER,296212.67,296212.67,0.0,1
314,CASH_OUT,59893.41,59893.41,2411666.65,1
401,CASH_OUT,125822.44,125822.44,0.0,1
45,CASH_IN,295907.94,2416839.07,724611.22,0
40,PAYMENT,4802.72,0.0,0.0,0
510,CASH_OUT,3425386.69,3425386.69,0.0,1
353,DEBIT,2849.42,0.0,2083748.58,0
255,CASH_IN,140898.33,9354.0,425908.38,0
214,CASH_OUT,2485467.28,2485467.28,0.0,1
22,PAYMENT,40.24,1073.0,0.0,0
334,DEBIT,4090.51,5117.0,270973.71,0
351,DEBIT,2945.23,206371.37,472820.99,0
382,DEBIT,1312.67,30239.0,149063.72,0
208,CASH_OUT,1128579.71,1128579.71,0.0,1
46,PAYMENT,3712.52,5567.0,0.0,0
329,TRANSFER,631012.14,0.0,960170.95,0
12,CASH_IN,276902.43,50347.0,242400.17,0
163,TRANSFER,532078.55,17450.0,1000491.45,0
200,CASH_OUT,7482670.24,7482670.24,2097169.4,1
326,CASH_IN,138439.63,21370.0,0.0,0
184,DEBIT,4495.45,139133.11,197869.8,0
608,TRANSFER,136331.05,136331.05,0.0,1
42,CASH_IN,359700.87,10390.0,247967.73,0
206,CASH_OUT,235750.53,235750.53,416.92,1
162,CASH_IN,312019.82,2964533.81,6008798.61,0
213,TRANSFER,671923.6,0.0,1624790.41,0
166,CASH_IN,118822.74,4791310.4,184810.63,0
178,CASH_IN,413840.62,2170903.54,3564074.25,0
535,TRANSFER,72878.02,72878.02,0.0,1
380,CASH_OUT,165892.48,0.0,305961.03,0
396,PAYMENT,1675.13,71003.82,0.0,0
408,DEBIT,3800.94,31529.0,274275.61,0
692,TRANSFER,9841.72,0.0,98325.84,0
326,CASH_OUT,478078.24,478078.24,0.0,1
651,CASH_OUT,130777.09,130777.09,0.0,1
334,CASH_OUT,972142.03,972142.03,0.0,1
353,TRANSFER,314592.0,1871.0,227968.24,0
234,PAYMENT,2270.77,50161.0,0.0,0
300,PAYMENT,24666.76,0.0,0.0,0
162,PAYMENT,39732.72,61058.0,0.0,0
501,TRANSFER,824841.09,824841.09,0.0,1
13,CASH_IN,27285.58,698516.18,4345381.97,0
139,DEBIT,2393.43,352444.0,356819.62,0
141,TRANSFER,981432.97,0.0,2066866.07,0
577,CASH_OUT,141730.2,141730.2,439133.62,1
416,CASH_OUT,3019699.77,3019699.77,523626.59,1
414,TRANSFER,4602636.68,4602636.68,0.0,1
164,CASH_OUT,187168.17,0.0,2215166.46,0
659,TRANSFER,1423627.83,1423627.83,0.0,1
1,DEBIT,8326.13,25675.0,16727.6,0
136,CASH_OUT,7563536.91,7563536.91,667243.49,1
326,CASH_OUT,152883.89,593049.99,3131589.01,0
188,CASH_OUT,14495.41,10587.0,0.0,0
255,DEBIT,2971.76,249.0,905653.73,0
276,CASH_IN,297377.09,2078606.49,1554758.28,0
226,CASH_OUT,51115.1,0.0,1458263.44,0
672,TRANSFER,234787.38,234787.38,0.0,1
85,TRANSFER,678058.75,678058.75,0.0,1
637,TRANSFER,107246.03,107246.03,0.0,1
298,DEBIT,7493.63,29450.0,276616.28,0
330,PAYMENT,5742.66,0.0,0.0,0
185,PAYMENT,4234.03,552492.58,0.0,0
45,PAYMENT,22301.37,0.0,0.0,0
370,DEBIT,8296.5,30899.0,524216.64,0
10,TRANSFER,161192.54,0.0,1205149.49,0
14,PAYMENT,4021.24,357420.89,0.0,0
546,CASH_IN,127247.84,4230830.99,13643118.19,0
645,CASH_OUT,10000000.0,10000000.0,0.0,1
398,PAYMENT,6457.4,0.0,0.0,0
573,TRANSFER,36052.78,43165.0,65195.75,0
22,DEBIT,4506.7,498088.0,215759.69,0
210,CASH_OUT,1663895.14,1663895.14,0.0,1
188,CASH_OUT,83439.35,0.0,911342.58,0
370,PAYMENT,9875.58,0.0,0.0,0
164,CASH_OUT,1627389.26,1627389.26,327368.64,1
122,TRANSFER,91637.51,91637.51,0.0,1
120,DEBIT,6009.01,509.0,90465.45,0
262,PAYMENT,681.68,0.0,0.0,0
139,PAYMENT,37.46,23268.73,0.0,0
142,CASH_OUT,105204.69,0.0,5867881.7,0
142,TRANSFER,6168077.6,6168077.6,0.0,1
262,TRANSFER,1589763.63,1589763.63,0.0,1
279,CASH_IN,79582.06,167866.0,255382.4,0
157,DEBIT,14846.92,157079.0,352652.77,0
211,CASH_IN,22718.66,419672.54,388227.25,0
475,CASH_OUT,1064995.85,1064995.85,0.0,1
374,TRANSFER,1968431.0,1968431.0,0.0,1
297,TRANSFER,1548732.02,49766.0,0.0,0
133,CASH_IN,75670.47,550.0,1063455.92,0
181,TRANSFER,497364.01,0.0,754441.44,0
65,TRANSFER,446032.95,446032.95,0.0,1
469,TRANSFER,2929.13,40488.0,346079.53,0
648,TRANSFER,27584.17,27584.17,0.0,1
160,CASH_IN,130656.87,9159745.78,566579.59,0
13,DEBIT,8531.54,5216.0,829043.92,0
37,PAYMENT,7805.53,0.0,0.0,0
432,TRANSFER,1150413.99,1150413.99,0.0,1
409,CASH_OUT,377096.39,377096.39,0.0,1
451,CASH_IN,88271.65,3216774.55,3678670.76,0
343,TRANSFER,908228.29,908228.29,0.0,1
629,TRANSFER,1650.08,1650.08,0.0,1
19,TRANSFER,3477438.49,3477438.49,0.0,1
137,CASH_IN,259381.55,27396.0,2139800.4,0
184,CASH_IN,25258.85,497965.87,8684342.11,0
184,TRANSFER,73486.8,73486.8,0.0,1
163,PAYMENT,15860.61,578.0,0.0,0
42,DEBIT,4419.16,31014.0,1118457.79,0
575,CASH_OUT,1489916.19,1489916.19,3239862.61,1
129,DEBIT,391.71,142.0,447437.74,0
276,CASH_OUT,77741.09,10197.0,0.0,0
169,CASH_OUT,19244.9,19244.9,264512.88,1
330,CASH_OUT,146412.05,0.0,5535063.26,0
60,TRANSFER,40486.25,40486.25,0.0,1
131,TRANSFER,2248584.96,2248584.96,0.0,1
377,TRANSFER,503420.67,503420.67,0.0,1
349,PAYMENT,20109.94,0.0,0.0,0
37,PAYMENT,2972.19,0.0,0.0,0
193,TRANSFER,103368.58,103368.58,0.0,1
13,CASH_OUT,190270.18,634109.0,862815.96,0
177,TRANSFER,1171794.95,33560.81,2305880.85,0
373,TRANSFER,746075.44,21133.0,4850466.34,0
398,CASH_OUT,10000000.0,10000000.0,141403.34,1
305,CASH_OUT,318146.32,0.0,2297956.19,0
12,TRANSFER,692027.11,0.0,6362558.97,0
34,DEBIT,2219.32,0.0,938013.05,0
254,CASH_OUT,71436.09,1274.31,81364.0,0
17,PAYMENT,13041.83,9956.0,0.0,0
260,TRANSFER,377997.85,0.0,9194881.5,0
38,DEBIT,5545.93,0.0,992584.22,0
257,TRANSFER,746149.04,0.0,3347483.1,0
163,CASH_IN,28034.26,25157429.25,404918.89,0
48,CASH_OUT,147267.01,147267.01,107418.0,1
460,TRANSFER,1424002.7,1424002.7,0.0,1
323,CASH_IN,400605.72,2605464.47,1488928.32,0
16,DEBIT,2803.58,206753.02,155302.02,0
275,PAYMENT,30.49,12636.0,0.0,0
403,CASH_IN,196920.66,56946.0,67286.49,0
19,CASH_IN,110272.52,3014917.13,2538617.86,0
401,DEBIT,8224.45,23119.0,66537424.07,0
231,TRANSFER,1980281.67,0.0,2055301.12,0
253,DEBIT,60202.35,20167.0,349239.09,0
10,TRANSFER,3284276.15,20072.0,225216.66,0
464,TRANSFER,1506795.1,1506795.1,0.0,1
324,CASH_OUT,62243.83,30675.0,0.0,0
355,DEBIT,8390.16,397.0,443392.45,0
177,TRANSFER,300091.03,0.0,1073549.44,0
399,CASH_OUT,125428.3,6154.0,622314.17,0
160,CASH_OUT,360749.76,360749.76,468005.41,1
311,CASH_IN,51151.54,21733895.9,7574862.28,0
281,CASH_IN,18191.25,70151.0,7608.85,0
42,DEBIT,4393.87,377.0,98853.0,0
10,CASH_OUT,171825.4,0.0,559865.17,0
401,PAYMENT,19963.46,90083.0,0.0,0
134,CASH_OUT,173583.37,18345.0,1041773.46,0
159,PAYMENT,9868.15,158179.0,0.0,0
231,TRANSFER,317787.12,317787.12,0.0,1
638,CASH_OUT,1559540.62,1559540.62,100482.9,1
632,TRANSFER,407347.84,407347.84,0.0,1
42,CASH_OUT,184940.7,0.0,1185116.26,0
185,CASH_IN,40198.05,10431.0,216361.88,0
641,CASH_OUT,115599.26,115599.26,2621088.84,1
35,CASH_OUT,135820.91,0.0,500083.78,0
226,TRANSFER,2622482.8,132461.0,452697.46,0
352,PAYMENT,8715.59,0.0,0.0,0
323,PAYMENT,7416.51,0.0,0.0,0
226,TRANSFER,89076.19,0.0,14360886.11,0
326,CASH_OUT,249413.92,0.0,8016889.8,0
237,PAYMENT,49037.7,0.0,0.0,0
488,TRANSFER,326052.83,326052.83,0.0,1
203,DEBIT,1516.01,135166.0,2106435.31,0
269,CASH_OUT,48412.47,48412.47,359164.1,1
329,CASH_OUT,407893.37,0.0,723435.82,0
53,TRANSFER,3640271.29,3640271.29,0.0,1
262,TRANSFER,68230.32,68230.32,0.0,1
13,CASH_OUT,144586.84,0.0,324578.61,0
88,TRANSFER,9345700.07,9345700.07,0.0,1
325,TRANSFER,959319.9,0.0,1650337.74,0
326,CASH_IN,255578.06,9165963.42,471418.15,0
163,CASH_OUT,139278.06,0.0,411717.21,0
598,TRANSFER,5566368.02,5566368.02,0.0,1
328,DEBIT,844.8,10432.0,3561573.24,0
439,CASH_OUT,112656.24,112656.24,0.0,1
205,TRANSFER,2916021.34,31381.0,0.0,0
210,CASH_IN,91223.72,27064.71,6633593.97,0
237,DEBIT,3358.07,15637.0,276577.32,0
179,DEBIT,4666.0,21416.0,617145.85,0
495,PAYMENT,2865.02,1190.0,0.0,0
672,TRANSFER,234787.38,234787.38,0.0,1
15,PAYMENT,9949.08,36343.41,0.0,0
